
> client-app@0.0.0 lint
> eslint . --ext js,jsx --report-unused-disable-directives --max-warnings 50 -f compact

C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step5ReviewConfirm.jsx: line 6, col 8, Warning - 'apiService' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step5ReviewConfirm.jsx: line 10, col 11, Warning - 'navigate' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step5ReviewConfirm.jsx: line 136, col 43, Warning - 'tier' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\retailer\RetailerDashboard.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\retailer\ScheduleCalendar.jsx: line 62, col 8, Warning - React Hook useEffect has a missing dependency: 'fetchLoops'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\retailer\ScheduleHistory.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\retailer\ScheduleManager.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\retailer\ScheduleManager.jsx: line 10, col 12, Warning - 'isLoading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\retailer\ScheduleManager.jsx: line 14, col 8, Warning - React Hook useEffect has a missing dependency: 'fetchLocations'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)

95 problems
